,Unnamed: 0,symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
77,77.0,ABIO:US,ARCA biopharma Inc.,2.275,-0.075,-3.191489,NASDAQ Capital Market,NCM,NSC,,Healthcare,Biotechnology,190882,2.35,2.44,2.27,32783076,32783076,-1.5,2.35,,,,,2.506813,-1.61000001,,ARCA biopharma Inc is a clinical development stage biopharmaceutical company. It applies precision medicine approach to develop genetically targeted therapies for cardiovascular diseases.,"ARCA biopharma Inc is a clinical development stage biopharmaceutical company. It applies precision medicine approach to develop genetically targeted therapies for cardiovascular diseases. The company's lead product candidates are rNAPc2 (AB201) as a potential treatment for diseases caused by ribonucleic acid, viruses, initially focusing on COVID-19, the disease syndrome caused by the SARS-CoV-2 virus, and Gencaro (bucindolol hydrochloride) for the treatment of atrial fibrillation, in patients with chronic heart failure.",http://www.arcabiopharma.com,ir@arcobiopharma.com,+1 720 940-2200,"10170 Church Ranch Way, Suite 100, Westminster, CO, US",14.0,14410143,0.01,14410143,,2.32573868,,5.5,2.17,-0.038675,262656.0,308143.0,530694.0,0.579,,-35.28,-33.67,2.345238,2.4776,3.09455,,,equity,Company
78,78.0,ABIT:US,Athena Bitcoin Global,3.56,-0.46,-11.442786,OTC Pink Current,OTCPK,OTO,,Financial Services,Capital Markets,3668,4.5,4.5,3.5,14415838650,590070000,-36.9,4.02,,,,,2.557398,-0.109999999,,Athena Bitcoin Global is engaged in the cryptocurrency business. It operates Bitcoin and other crypto ATMs throughout North and South America.,Athena Bitcoin Global is engaged in the cryptocurrency business. It operates Bitcoin and other crypto ATMs throughout North and South America.,https://www.athenabitcoin.com,solutions@gameplaninc.com,+1 312 690-4466,"1332 N Halsted Street, Suite 403, Chicago, IL, US",1.0,4049392879,,165750000,,3.97330653,,46.5,0.0625,0.58461,7386.0,10853.0,13009.0,-356.0,,169.07,-45296.65,5.084048,6.1373,3.995736,,,equity,Company
79,79.0,ABLGF:US,Alten,0.0,,,OTC Grey Market,Greys,GREY,,Technology,Software,0,,,,0,0,42.0,,,,,,0.275569,5.34000015,,Alten is an engineering and technology consulting firm.,"Alten is an engineering and technology consulting firm. The company provides design and research projects for the technical and information systems divisions of corporate clients in the industrial, telecommunications and service sectors. Alten's business consists of three operating segments: engineering and technology consulting; telecoms and networks; and information systems. The engineering and technology consulting segment contributes the majority of group revenue. Alten generates approximately half of its revenue in France with most of the balance derived in other European countries.",http://www.alten.com,,+33 146087200,"40, avenue Andre-Morizet, Boulogne-Billancourt Cedex, Paris, FR",38500.0,33927633,0.15,33927633,0.0,,,115.0,115.0,0.033389,0.0,0.0,1.0,4.1,23.8,10.35,5.75,115.0,115.0,115.0,,,equity,Company
80,80.0,ABLZF:US,ABB Ltd.,38.85,1.47,3.932584,OTC Pink Current,OTCPK,OTO,,Industrials,Industrial Products,1662,38.81,38.9,37.8,77428050000,77428050000,43.5,37.38,Annual,2.286,0.8,CHF,1.078821,,2021-03-29 00:00:00.0,ABB is a global supplier of electrical equipment and automation products.,"ABB is a global supplier of electrical equipment and automation products. Founded in the late 19th century, the company was created out of the merger of two old industrial companies--ASEA and BBC--and is now called Asea Brown Boveri Group, or ABB. The company is the number-one or number-two supplier in all of its core markets and the number-two robotic arm supplier globally. In automation, it offers a full suite of products for both discrete and process automation as well as industrial robotics.",https://www.abb.com,jessica.mitchell@ch.abb.com,+41 433177111,"Affolternstrasse 44, Zurich, CH",106080.0,1993000000,0.55,1993000000,0.0,38.50342,2021-03-31,39.23,27.5,0.001457,10619.0,18216.0,51454.0,5.43,22.2,11.99,4.37,36.449406,35.39952,34.863075,18.08,9.79,equity,Company
81,81.0,ABM:US,ABM Industries Incorporated,41.335,-0.045,-0.108748,New York Stock Exchange,NYSE,NYE,,Industrials,Business Services,242039,41.17,41.79,41.07,2782588662,2782588662,22.2,41.38,Quarterly,1.885,0.195,USD,1.352738,1.86000001,2022-01-05 00:00:00.0,ABM Industries is a provider of integrated facility solutions.,"ABM Industries is a provider of integrated facility solutions. It offers its solutions through five segments: business and industry, aviation, technology and manufacturing, education, and technical solutions. The company derives the majority of its revenue from the business and industry segment, which encompasses janitorial, facilities engineering, and parking services for commercial real estate properties and sports and entertainment venues, as well as vehicle maintenance and other services to rental car providers. The company mainly operates in the United States of America.",https://www.abm.com,susie.kim@abm.com,+1 212 297-0200,"One Liberty Plaza, 7th Floor, New York, NY, US",114000.0,67317979,0.64,67317979,0.0,41.3752999,2022-02-07,55.48,36.31,-0.0117,685848.0,448946.0,384086.0,1.729,9.0,8.16,3.09,43.713333,45.2934,47.318913,2.78,2.86,equity,Company
82,82.0,ABMBF:US,"Abcourt Mines, Inc. - Class B",0.063,-0.0033,-4.977376,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,4000,0.063,0.063,0.063,19626966,19626966,15.0,0.0663,,,,,0.640052,,,"Abcourt Mines Inc is a gold producer and Canadian exploration company. It is engaged in the acquisition, exploration, evaluation, and exploitation of mining properties.","Abcourt Mines Inc is a gold producer and Canadian exploration company. It is engaged in the acquisition, exploration, evaluation, and exploitation of mining properties. The company's operating segment include Mining site in production; Prospection and development and Corporate. It generates maximum revenue from the Mining site in production segment.",http://www.abcourt.com,rhinse@abcourt.com,+1 819 768-2857,"475 de l'Eglise Avenue, Rouyn-Noranda, QC, CA",,311539131,0.05,311539131,0.0,0.063,,0.147,0.054,0.012268,31291.0,29294.0,29045.0,0.8,8.2,5.93,4.18,0.068353,0.074181,0.098001,,,equity,Company
83,83.0,ABMC:US,American Bio Medica Corp.,0.031,-0.004,-11.428572,OTCQB - U.S. Registered,OTCQB,OTCQB,,Healthcare,Medical Diagnostics & Research,106865,0.0321,0.036,0.031,1475553,1475553,-1.5,0.035,,,,,-2.023557,0.0,,"American Bio Medica Corp is a US-based company engaged in manufacturing and selling lateral flow immunoassay tests, primarily for the immediate detection of certain drugs in urine and oral fluids at...","American Bio Medica Corp is a US-based company engaged in manufacturing and selling lateral flow immunoassay tests, primarily for the immediate detection of certain drugs in urine and oral fluids at the point of collection. It also manufactures and sells drug testing products and provides bulk test strip manufacturing services to unaffiliated third parties on a contract basis. The company offers few urine tests which include Rapid Drug Screen, RDS InCup, Rapid TOX, and Rapid TOX Cup II. Its target customer include workplace, government, corrections, clinical and educational markets. Geographically, it derives a majority of revenue from the United States.",https://www.abmc.com,ir@abmc.com,+1 518 758-8158,"122 Smith Road, Kinderhook, NY, US",42.0,47598476,,47598476,0.0,0.032373166,,0.29,0.0316,0.077294,150476.0,109123.0,179385.0,-1.55,19.6,40.64,-17.68,0.041814,0.045521,0.062928,,,equity,Company
84,84.0,ABMD:US,ABIOMED Inc.,357.055,-0.775,-0.216583,Nasdaq Global Select,NGS,NGS,,Healthcare,Medical Devices & Instruments,159735,360.2,360.27,355.22,16245106292,16245106292,110.1,357.83,,,,,1.270314,3.25,,Abiomed Inc provides temporary mechanical circulatory support devices that are primarily used by interventional cardiologists and heart surgeons.,"Abiomed Inc provides temporary mechanical circulatory support devices that are primarily used by interventional cardiologists and heart surgeons. The firm's products are used for patients in need of hemodynamic support before, during, or after angioplasty and heart surgery procedures. Abiomed receives the majority of revenue from its Impella product portfolio, which includes percutaneous micro heart pumps with integration motors and sensors and percutaneous catheter-based axial flow pumps. Abiomed generates the majority of its revenue in the United States.",http://www.abiomed.com,mediarelations@abiomed.com,+1 978 646-1400,"22 Cherry Hill Drive, Danvers, MA, US",1725.0,45497490,,45497490,0.0,357.981604,,387.4,261.271,0.007703,291440.0,257796.0,258019.0,11.734,58.2,11.69,10.5,319.84525,337.0144,325.772,,,equity,Company
85,85.0,ABML:US,American Battery Technology Company,1.0035,-0.0065,-0.643564,OTCQB - U.S. Registered,OTCQB,OTCQB,,Basic Materials,Metals & Mining,2280313,1.01,1.03,0.99,633998975,633998975,-8.4,1.01,,,,,0.601034,-0.119999997,,"American Battery Technology Co is engaged in lithium-ion battery recycling, battery metals and material extraction, and resource production.","American Battery Technology Co is engaged in lithium-ion battery recycling, battery metals and material extraction, and resource production. It is a battery metals company producing low-cost battery metals with a commitment to closed-loop, clean energy technologies.",https://www.americanbatterytechnology.com,info@batterymetals.com,+1 775 473-4744,"401 Ryland Street, Suite 138, Reno, NV, US",14.0,631787717,0.04,631787717,,1.00247345,,4.9,0.702,0.109341,2996065.0,2718963.0,3009981.0,11.15,,-217.55,-189.86,1.096738,1.21693,1.562115,,,equity,Company
86,86.0,ABMRF:US,ABN AMRO Bank N.V. NLDR,14.1,-4.25,-23.160763,OTC Pink Limited,OTCPK,PINL,,Financial Services,Banks,680,13.75,14.1,13.75,13254000015,13254000015,18.6,18.35,,0.0,0.68,EUR,1.696014,2.54999995,2021-10-01 00:00:00.0,"ABN Amro Bank is a Dutch bank, and the Netherlands accounts for around 90% of its operating profit.","ABN Amro Bank is a Dutch bank, and the Netherlands accounts for around 90% of its operating profit. Operationally, retail and commercial banking contributes the bulk of its operating profit, while ABN Amro continues to reduce its exposure to corporate and investment banking. It views private banking as one of its key growth areas.",https://www.abnamro.com,,+31 102411720,"Gustav Mahlerlaan 10, Amsterdam, NL",19700.0,940000001,3.24,940000001,,13.8683823,2021-10-25,15.45,7.78,-0.022883,559.0,593.0,374.0,0.534,0.5,2.9,0.15,14.265945,13.70656,11.849797,,,equity,Company
87,87.0,ABMT:US,Advanced BioMedical Technologies Inc,0.074,0.0,0.0,OTCQB - U.S. Registered,OTCQB,OTCQB,,Healthcare,Medical Devices & Instruments,0,,,,5224759,5196639,-9.3,0.074,,,,,-1.313632,-0.009999999,,"Advanced BioMedical Technologies Inc is engaged in designing, developing, manufacturing, and the planned future marketing of self-reinforced, re-absorbable biodegradable internal fixation devices.","Advanced BioMedical Technologies Inc is engaged in designing, developing, manufacturing, and the planned future marketing of self-reinforced, re-absorbable biodegradable internal fixation devices. The company manufactures its products using Polyamide, and it is used a variety of applications, which include orthopedic trauma, sports-related medical treatment, cartilage injuries, and reconstructive dental procedures. Its Polyamide products include screws, rods, and binding wires consist of enhanced fibers and high molecular polymers, which are designed to facilitate quick healing of complex fractures in many areas of the human skeletal system.",http://www.abtbiomedical.com,info@advbiomed.com,+1 718 766-7898,"200 Park Avenue, Suite 1700, New York, NY, US",17.0,70604850,,70224850,0.0,0.074,,0.29,0.065,0.142285,497.0,511.0,1099.0,-0.617,570.4,9.93,-222.13,0.07411,0.076352,0.093142,,,equity,Company
88,88.0,ABNAF:US,Aben Resources Ltd,0.038475,0.004275,12.5,OTCQB - U.S. Registered,OTCQB,OTCQB,,Basic Materials,Metals & Mining,7383,0.0339,0.0395,0.0339,5053864,5037705,-1.6,0.0342,,,,,1.284304,-0.019999999,,"Aben Resources Ltd is an exploration and development-stage company engaged in the business of acquisition, exploration, and evaluation of mineral resource properties in British Columbia,...","Aben Resources Ltd is an exploration and development-stage company engaged in the business of acquisition, exploration, and evaluation of mineral resource properties in British Columbia, Saskatchewan, and Yukon, Canada. Its Forrest Kerr Gold project is located in northwestern British Columbia covering an area of approximately 23,000 hectares. Its Justin project is approximately 35 kilometers southeast of the Cantung mine and lies in the southeast of Yukon on the Tintina gold belt.",https://www.abenresources.com,info@abenresources.com,+1 604 687-3376,"777 Dunsmuir Street, Suite 1610, Vancouver, BC, CA",,131354488,,130934488,0.0,0.036799731,,0.07,0.0313,0.016817,10371.0,32578.0,75959.0,0.427,1.4,-7.0,-6.99,0.039675,0.039793,0.047887,,,equity,Company
89,89.0,ABNB:US,Airbnb Inc.,169.69,-1.99,-1.159133,Nasdaq Global Select,NGS,NGS,,Communication Services,Interactive Media,1713185,171.32,172.73,167.73,58852568803,107819147023,-10.9,171.68,,,,,-1.214373,-15.7899999,,"Started in 2008, Airbnb is the world's largest online alternative accommodation travel agency, also offering booking services for boutique hotels and experiences. Airbnb's platform offered 5.","Started in 2008, Airbnb is the world's largest online alternative accommodation travel agency, also offering booking services for boutique hotels and experiences. Airbnb's platform offered 5.6 million active accommodation listings in 2020. Listings from the company's 4 million hosts are spread over 220 countries and 100,000 cities. In 2020, 53% of revenue was from the North American region, 30% from Europe/Middle East/Africa, 10% from Asia-Pacific, and 7% from Latin America. Transaction fees for online bookings account for all its revenue.",https://www.airbnb.com,,+1 415 510-4027,"888 Brannan Street, San Francisco, CA, US",5597.0,346824025,0.55,635388927,,169.62735,,219.94,129.71,0.04375,7539299.0,7067455.0,6495712.0,24.241,64.3,-180.05,-38.5,171.18428,178.1126,163.64545,,,equity,Company
90,90.0,ABOS:US,Acumen Pharmaceuticals Inc.,6.66,-0.17,-2.489019,Nasdaq Global Select,NGS,NGS,,Healthcare,Biotechnology,57739,6.82,6.96,6.66,269532352,269532352,-3.5,6.83,,,,,2.385131,-1.94000005,,Acumen Pharmaceuticals Inc is a clinical-stage biopharmaceutical company developing a novel disease-modifying approach to target what we believe to be a key underlying cause of Alzheimer's disease.,"Acumen Pharmaceuticals Inc is a clinical-stage biopharmaceutical company developing a novel disease-modifying approach to target what we believe to be a key underlying cause of Alzheimer's disease. The company's lead drug candidate, ACU193, is a subclass monoclonal antibody which selectively targets amyloid-beta oligomers.",https://www.acumenpharm.com,,+1 434 297-1000,"427 Park Street, Charlottesville, VA, US",7.0,40470323,,40470323,,6.74865257,,26.98,6.2006,-0.151524,215067.0,136853.0,98370.0,1.154,,-40.11,-39.85,7.317619,10.6566,14.065403,,,equity,Company
